Substance,Sector,EDGAR Country Code,country,Year,co2_mt,co2_emissions_g
CO2,Buildings,BRN,Brunei,1970,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1971,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1972,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1973,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1974,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1975,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1976,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1977,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1978,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1979,0.01807222077,18072220770
CO2,Buildings,BRN,Brunei,1980,0.02769778854,27697788540
CO2,Buildings,BRN,Brunei,1981,0.02747378868,27473788680
CO2,Buildings,BRN,Brunei,1982,0.03681647808,36816478080
CO2,Buildings,BRN,Brunei,1983,0.03681647808,36816478080
CO2,Buildings,BRN,Brunei,1984,0.03659247822,36592478220
CO2,Buildings,BRN,Brunei,1985,0.04278578856,42785788560
CO2,Buildings,BRN,Brunei,1986,0.0364278806,36427880600
CO2,Buildings,BRN,Brunei,1987,0.0364278806,36427880600
CO2,Buildings,BRN,Brunei,1988,0.04262091961,42620919610
CO2,Buildings,BRN,Brunei,1989,0.04262091961,42620919610
CO2,Buildings,BRN,Brunei,1990,0.04577030498,45770304980
CO2,Buildings,BRN,Brunei,1991,0.04560570736,45605707360
CO2,Buildings,BRN,Brunei,1992,0.05179874527,51798745270
CO2,Buildings,BRN,Brunei,1993,0.05799179059,57991790590
CO2,Buildings,BRN,Brunei,1994,0.0641259574,64125957400
CO2,Buildings,BRN,Brunei,1995,0.05726118493,57261184930
CO2,Buildings,BRN,Brunei,1996,0.06024570766,60245707660
CO2,Buildings,BRN,Brunei,1997,0.06964726926,69647269260
CO2,Buildings,BRN,Brunei,1998,0.06030484488,60304844880
CO2,Buildings,BRN,Brunei,1999,0.06030484488,60304844880
CO2,Buildings,BRN,Brunei,2000,0.06008083871,60080838710
CO2,Buildings,BRN,Brunei,2001,0.05985710387,59857103870
CO2,Buildings,BRN,Brunei,2002,0.05985710387,59857103870
CO2,Buildings,BRN,Brunei,2003,0.05985710387,59857103870
CO2,Buildings,BRN,Brunei,2004,0.04814248908,48142489080
CO2,Buildings,BRN,Brunei,2005,0.05112701181,51127011810
CO2,Buildings,BRN,Brunei,2006,0.07563177429,75631774290
CO2,Buildings,BRN,Brunei,2007,0.10860735141,108607351410
CO2,Buildings,BRN,Brunei,2008,0.23710329014,237103290140
CO2,Buildings,BRN,Brunei,2009,0.21724287145,217242871450
CO2,Buildings,BRN,Brunei,2010,0.09969700286,99697002860
CO2,Buildings,BRN,Brunei,2011,0.10283302363999999,102833023640
CO2,Buildings,BRN,Brunei,2012,0.09939955217,99399552170
CO2,Buildings,BRN,Brunei,2013,0.14894595065,148945950650
CO2,Buildings,BRN,Brunei,2014,0.1755338285,175533828500
CO2,Buildings,BRN,Brunei,2015,0.12341720204000001,123417202040
CO2,Buildings,BRN,Brunei,2016,0.12187468115,121874681150
CO2,Buildings,BRN,Brunei,2017,0.16914878217,169148782170
CO2,Buildings,BRN,Brunei,2018,0.20904619053,209046190530
CO2,Buildings,BRN,Brunei,2019,0.16546881996,165468819960
CO2,Buildings,BRN,Brunei,2020,0.14143590269,141435902690
CO2,Buildings,BRN,Brunei,2021,0.08954243457,89542434570
CO2,Buildings,BRN,Brunei,2022,0.089395683805077,89395683805.077
CO2,Buildings,BRN,Brunei,2023,0.091129006439658,91129006439.658
CO2,Fuel Exploitation,BRN,Brunei,1970,1.6033613410251,1603361341025.0999
CO2,Fuel Exploitation,BRN,Brunei,1971,1.4486936410251,1448693641025.0999
CO2,Fuel Exploitation,BRN,Brunei,1972,1.799608371015,1799608371015
CO2,Fuel Exploitation,BRN,Brunei,1973,2.2615696020665,2261569602066.5
CO2,Fuel Exploitation,BRN,Brunei,1974,2.3341433987188,2334143398718.8
CO2,Fuel Exploitation,BRN,Brunei,1975,2.419411715523,2419411715523
CO2,Fuel Exploitation,BRN,Brunei,1976,2.8172148513078,2817214851307.8003
CO2,Fuel Exploitation,BRN,Brunei,1977,2.9109984899344,2910998489934.4
CO2,Fuel Exploitation,BRN,Brunei,1978,2.9979570224372,2997957022437.2
CO2,Fuel Exploitation,BRN,Brunei,1979,2.6171255022145,2617125502214.5
CO2,Fuel Exploitation,BRN,Brunei,1980,3.1171810201609,3117181020160.9
CO2,Fuel Exploitation,BRN,Brunei,1981,2.4189962600498,2418996260049.8
CO2,Fuel Exploitation,BRN,Brunei,1982,2.6269222447371,2626922244737.1
CO2,Fuel Exploitation,BRN,Brunei,1983,2.7876018445068,2787601844506.8
CO2,Fuel Exploitation,BRN,Brunei,1984,2.6270667082315,2627066708231.5
CO2,Fuel Exploitation,BRN,Brunei,1985,2.5031831126267,2503183112626.6997
CO2,Fuel Exploitation,BRN,Brunei,1986,2.2750377123584,2275037712358.4
CO2,Fuel Exploitation,BRN,Brunei,1987,2.0996060717094,2099606071709.4
CO2,Fuel Exploitation,BRN,Brunei,1988,2.3240028421664,2324002842166.4
CO2,Fuel Exploitation,BRN,Brunei,1989,2.203608264511,2203608264511
CO2,Fuel Exploitation,BRN,Brunei,1990,2.4429248861976,2442924886197.5996
CO2,Fuel Exploitation,BRN,Brunei,1991,2.9206485650608,2920648565060.8
CO2,Fuel Exploitation,BRN,Brunei,1992,3.1435801618398,3143580161839.8
CO2,Fuel Exploitation,BRN,Brunei,1993,2.9958009434585,2995800943458.5
CO2,Fuel Exploitation,BRN,Brunei,1994,2.8253186614674,2825318661467.4004
CO2,Fuel Exploitation,BRN,Brunei,1995,2.9812050624732,2981205062473.2
CO2,Fuel Exploitation,BRN,Brunei,1996,3.0973225551683,3097322555168.3
CO2,Fuel Exploitation,BRN,Brunei,1997,2.9991195680076,2999119568007.6
CO2,Fuel Exploitation,BRN,Brunei,1998,2.3662506180283,2366250618028.3003
CO2,Fuel Exploitation,BRN,Brunei,1999,2.8181742602339,2818174260233.9004
CO2,Fuel Exploitation,BRN,Brunei,2000,2.9009646194842,2900964619484.2
CO2,Fuel Exploitation,BRN,Brunei,2001,2.6447526703517,2644752670351.6997
CO2,Fuel Exploitation,BRN,Brunei,2002,2.1385219585585,2138521958558.5
CO2,Fuel Exploitation,BRN,Brunei,2003,2.5775669107404,2577566910740.4
CO2,Fuel Exploitation,BRN,Brunei,2004,2.3088292412161,2308829241216.0996
CO2,Fuel Exploitation,BRN,Brunei,2005,2.124599308308,2124599308308
CO2,Fuel Exploitation,BRN,Brunei,2006,2.6991182849556,2699118284955.6
CO2,Fuel Exploitation,BRN,Brunei,2007,2.4713470784627,2471347078462.7
CO2,Fuel Exploitation,BRN,Brunei,2008,2.7699112393823,2769911239382.3003
CO2,Fuel Exploitation,BRN,Brunei,2009,2.7407198734159,2740719873415.9
CO2,Fuel Exploitation,BRN,Brunei,2010,2.7622069720243,2762206972024.3003
CO2,Fuel Exploitation,BRN,Brunei,2011,3.1887353246333,3188735324633.3003
CO2,Fuel Exploitation,BRN,Brunei,2012,2.6407826179672,2640782617967.1997
CO2,Fuel Exploitation,BRN,Brunei,2013,3.0270949812937,3027094981293.7
CO2,Fuel Exploitation,BRN,Brunei,2014,3.3200362517119,3320036251711.9004
CO2,Fuel Exploitation,BRN,Brunei,2015,2.992027108686,2992027108686
CO2,Fuel Exploitation,BRN,Brunei,2016,3.4172690763685,3417269076368.5
CO2,Fuel Exploitation,BRN,Brunei,2017,3.1797395929789,3179739592978.9
CO2,Fuel Exploitation,BRN,Brunei,2018,2.8796795882133,2879679588213.3003
CO2,Fuel Exploitation,BRN,Brunei,2019,2.2028941130945,2202894113094.5
CO2,Fuel Exploitation,BRN,Brunei,2020,3.6072890981595,3607289098159.5
CO2,Fuel Exploitation,BRN,Brunei,2021,3.4711104674884,3471110467488.4
CO2,Fuel Exploitation,BRN,Brunei,2022,3.2000597860238,3200059786023.8
CO2,Fuel Exploitation,BRN,Brunei,2023,3.2444372890492,3244437289049.2
CO2,Industrial Combustion,BRN,Brunei,1970,0.06737926338,67379263380
CO2,Industrial Combustion,BRN,Brunei,1971,0.06737926338,67379263380
CO2,Industrial Combustion,BRN,Brunei,1972,0.06417074079,64170740790
CO2,Industrial Combustion,BRN,Brunei,1973,0.05454486921,54544869210
CO2,Industrial Combustion,BRN,Brunei,1974,0.06417074079,64170740790
CO2,Industrial Combustion,BRN,Brunei,1975,0.06417074079,64170740790
CO2,Industrial Combustion,BRN,Brunei,1976,0.07058778597,70587785970
CO2,Industrial Combustion,BRN,Brunei,1977,0.02566817331,25668173310
CO2,Industrial Combustion,BRN,Brunei,1978,0.04171077885,41710778850
CO2,Industrial Combustion,BRN,Brunei,1979,0.0609622182,60962218200
CO2,Industrial Combustion,BRN,Brunei,1980,0.12501407876,125014078760.00002
CO2,Industrial Combustion,BRN,Brunei,1981,0.08972033768,89720337680
CO2,Industrial Combustion,BRN,Brunei,1982,0.1121205492,112120549200
CO2,Industrial Combustion,BRN,Brunei,1983,0.12816316215,128163162150.00002
CO2,Industrial Combustion,BRN,Brunei,1984,0.09928646625,99286466250
CO2,Industrial Combustion,BRN,Brunei,1985,0.10570351143,105703511430
CO2,Industrial Combustion,BRN,Brunei,1986,0.09292886027,92928860270
CO2,Industrial Combustion,BRN,Brunei,1987,0.09613738286,96137382860
CO2,Industrial Combustion,BRN,Brunei,1988,0.1121799884,112179988400
CO2,Industrial Combustion,BRN,Brunei,1989,0.12180555617,121805556170
CO2,Industrial Combustion,BRN,Brunei,1990,0.12501407876,125014078760.00002
CO2,Industrial Combustion,BRN,Brunei,1991,0.13463963912,134639639119.99998
CO2,Industrial Combustion,BRN,Brunei,1992,0.1699333802,169933380200
CO2,Industrial Combustion,BRN,Brunei,1993,0.17314189538,173141895380
CO2,Industrial Combustion,BRN,Brunei,1994,0.18591685776,185916857760
CO2,Industrial Combustion,BRN,Brunei,1995,0.2019594633,201959463300
CO2,Industrial Combustion,BRN,Brunei,1996,0.2308361592,230836159200
CO2,Industrial Combustion,BRN,Brunei,1997,0.26933841546,269338415459.99997
CO2,Industrial Combustion,BRN,Brunei,1998,0.19560185732,195601857320
CO2,Industrial Combustion,BRN,Brunei,1999,0.16678399483,166783994830
CO2,Industrial Combustion,BRN,Brunei,2000,0.1410566843,141056684300
CO2,Industrial Combustion,BRN,Brunei,2001,0.11538851099,115388510990
CO2,Industrial Combustion,BRN,Brunei,2002,0.12501407876,125014078760.00002
CO2,Industrial Combustion,BRN,Brunei,2003,0.13143111653,131431116530
CO2,Industrial Combustion,BRN,Brunei,2004,0.11859703358,118597033580
CO2,Industrial Combustion,BRN,Brunei,2005,0.11859703358,118597033580
CO2,Industrial Combustion,BRN,Brunei,2006,1.89986807511,1899868075110
CO2,Industrial Combustion,BRN,Brunei,2007,1.84680316365,1846803163650
CO2,Industrial Combustion,BRN,Brunei,2008,1.92558754907,1925587549070
CO2,Industrial Combustion,BRN,Brunei,2009,0.96803278742,968032787420
CO2,Industrial Combustion,BRN,Brunei,2010,0.43406620789,434066207890
CO2,Industrial Combustion,BRN,Brunei,2011,0.47102798175,471027981750
CO2,Industrial Combustion,BRN,Brunei,2012,0.54283530582,542835305819.99994
CO2,Industrial Combustion,BRN,Brunei,2013,0.41697919977,416979199770
CO2,Industrial Combustion,BRN,Brunei,2014,0.33843449799,338434497990
CO2,Industrial Combustion,BRN,Brunei,2015,0.41456309109,414563091090
CO2,Industrial Combustion,BRN,Brunei,2016,0.32370588225,323705882250
CO2,Industrial Combustion,BRN,Brunei,2017,0.42437278064,424372780640
CO2,Industrial Combustion,BRN,Brunei,2018,0.37373919927,373739199270
CO2,Industrial Combustion,BRN,Brunei,2019,0.40426173245,404261732450
CO2,Industrial Combustion,BRN,Brunei,2020,0.3727033802,372703380200
CO2,Industrial Combustion,BRN,Brunei,2021,0.39044178443,390441784430
CO2,Industrial Combustion,BRN,Brunei,2022,0.40952912686751,409529126867.50995
CO2,Industrial Combustion,BRN,Brunei,2023,0.42062128008546,420621280085.46
CO2,Power Industry,BRN,Brunei,1970,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1971,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1972,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1973,0.2286692661,228669266100
CO2,Power Industry,BRN,Brunei,1974,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1975,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1976,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1977,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1978,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1979,0.23187778869,231877788690
CO2,Power Industry,BRN,Brunei,1980,0.31831672479,318316724790
CO2,Power Industry,BRN,Brunei,1981,0.43863420966,438634209660
CO2,Power Industry,BRN,Brunei,1982,0.525880896,525880896000
CO2,Power Industry,BRN,Brunei,1983,0.63291970161,632919701610
CO2,Power Industry,BRN,Brunei,1984,0.69557779722,695577797220
CO2,Power Industry,BRN,Brunei,1985,0.71037144576,710371445760
CO2,Power Industry,BRN,Brunei,1986,0.7212544203,721254420300
CO2,Power Industry,BRN,Brunei,1987,0.96784757469,967847574690
CO2,Power Industry,BRN,Brunei,1988,1.01818623933,1018186239330.0001
CO2,Power Industry,BRN,Brunei,1989,1.05088083216,1050880832160
CO2,Power Industry,BRN,Brunei,1990,1.0882433424,1088243342400
CO2,Power Industry,BRN,Brunei,1991,1.16736132387,1167361323870
CO2,Power Industry,BRN,Brunei,1992,1.29368725899,1293687258990
CO2,Power Industry,BRN,Brunei,1993,1.4513169885,1451316988500
CO2,Power Industry,BRN,Brunei,1994,1.6417930371,1641793037100
CO2,Power Industry,BRN,Brunei,1995,1.73984465076,1739844650760
CO2,Power Industry,BRN,Brunei,1996,1.82360737002,1823607370020
CO2,Power Industry,BRN,Brunei,1997,2.0701273092,2070127309200
CO2,Power Industry,BRN,Brunei,1998,2.17820341593,2178203415930
CO2,Power Industry,BRN,Brunei,1999,2.03382504408,2033825044079.9998
CO2,Power Industry,BRN,Brunei,2000,2.03246180286,2032461802860
CO2,Power Industry,BRN,Brunei,2001,2.07146760081,2071467600810.0002
CO2,Power Industry,BRN,Brunei,2002,2.22157438203,2221574382030
CO2,Power Industry,BRN,Brunei,2003,2.63443120179,2634431201790
CO2,Power Industry,BRN,Brunei,2004,2.69206787706,2692067877060
CO2,Power Industry,BRN,Brunei,2005,2.6260775480399,2626077548039.9
CO2,Power Industry,BRN,Brunei,2006,2.78272532088,2782725320880
CO2,Power Industry,BRN,Brunei,2007,2.52280275039,2522802750390
CO2,Power Industry,BRN,Brunei,2008,2.72122823721,2721228237210
CO2,Power Industry,BRN,Brunei,2009,2.86404160419,2864041604190
CO2,Power Industry,BRN,Brunei,2010,2.78330812785,2783308127850
CO2,Power Industry,BRN,Brunei,2011,2.68422381507,2684223815070
CO2,Power Industry,BRN,Brunei,2012,2.85533445312,2855334453120
CO2,Power Industry,BRN,Brunei,2013,2.72996776629,2729967766290
CO2,Power Industry,BRN,Brunei,2014,2.81956495197,2819564951970
CO2,Power Industry,BRN,Brunei,2015,2.37969581952,2379695819520
CO2,Power Industry,BRN,Brunei,2016,2.58508922928,2585089229280
CO2,Power Industry,BRN,Brunei,2017,2.64477202671,2644772026710
CO2,Power Industry,BRN,Brunei,2018,3.08453094783,3084530947830
CO2,Power Industry,BRN,Brunei,2019,3.38073078032,3380730780320
CO2,Power Industry,BRN,Brunei,2020,4.4718233924799,4471823392479.899
CO2,Power Industry,BRN,Brunei,2021,4.53179202238,4531792022380
CO2,Power Industry,BRN,Brunei,2022,4.4299770623434,4429977062343.399
CO2,Power Industry,BRN,Brunei,2023,4.6076711706553,4607671170655.301
CO2,Processes,BRN,Brunei,1970,0.022550784608636,22550784608.636
CO2,Processes,BRN,Brunei,1971,0.023862227577016,23862227577.016
CO2,Processes,BRN,Brunei,1972,0.026484536758466,26484536758.466
CO2,Processes,BRN,Brunei,1973,0.027551949619867,27551949619.867
CO2,Processes,BRN,Brunei,1974,0.027782456252102,27782456252.102
CO2,Processes,BRN,Brunei,1975,0.02786267464919,27862674649.190002
CO2,Processes,BRN,Brunei,1976,0.029083861835952,29083861835.952
CO2,Processes,BRN,Brunei,1977,0.030549400118231,30549400118.231
CO2,Processes,BRN,Brunei,1978,0.032211438076262,32211438076.261997
CO2,Processes,BRN,Brunei,1979,0.033137850887079,33137850887.079
CO2,Processes,BRN,Brunei,1980,0.03202855978682,32028559786.820004
CO2,Processes,BRN,Brunei,1981,0.03287385055713,32873850557.129997
CO2,Processes,BRN,Brunei,1982,0.033057497561275,33057497561.274998
CO2,Processes,BRN,Brunei,1983,0.033976148575476,33976148575.475998
CO2,Processes,BRN,Brunei,1984,0.034946104134417,34946104134.417
CO2,Processes,BRN,Brunei,1985,0.035642697615061,35642697615.061005
CO2,Processes,BRN,Brunei,1986,0.037966010125629,37966010125.629005
CO2,Processes,BRN,Brunei,1987,0.039144111943286,39144111943.286
CO2,Processes,BRN,Brunei,1988,0.04141841300339,41418413003.39
CO2,Processes,BRN,Brunei,1989,0.043367797944931,43367797944.931
CO2,Processes,BRN,Brunei,1990,0.043835039051979,43835039051.979
CO2,Processes,BRN,Brunei,1991,0.043142054668179,43142054668.179
CO2,Processes,BRN,Brunei,1992,0.047156607442909,47156607442.909
CO2,Processes,BRN,Brunei,1993,0.049214160460702,49214160460.701996
CO2,Processes,BRN,Brunei,1994,0.052690422342428,52690422342.428
CO2,Processes,BRN,Brunei,1995,0.055650728601994,55650728601.994
CO2,Processes,BRN,Brunei,1996,0.05750257342873,57502573428.729996
CO2,Processes,BRN,Brunei,1997,0.21680232632351,216802326323.50998
CO2,Processes,BRN,Brunei,1998,0.12043076309624,120430763096.24
CO2,Processes,BRN,Brunei,1999,0.11670749087034,116707490870.34001
CO2,Processes,BRN,Brunei,2000,0.13063887097299,130638870972.99
CO2,Processes,BRN,Brunei,2001,0.12553307973878,125533079738.78
CO2,Processes,BRN,Brunei,2002,0.13041459109063,130414591090.63
CO2,Processes,BRN,Brunei,2003,0.12532103224711,125321032247.11
CO2,Processes,BRN,Brunei,2004,0.12618780745522,126187807455.22002
CO2,Processes,BRN,Brunei,2005,0.13527942892818,135279428928.18001
CO2,Processes,BRN,Brunei,2006,0.12513218848075,125132188480.75
CO2,Processes,BRN,Brunei,2007,0.10680314355727,106803143557.27
CO2,Processes,BRN,Brunei,2008,0.12021311579562,120213115795.62
CO2,Processes,BRN,Brunei,2009,0.10735913740712,107359137407.12
CO2,Processes,BRN,Brunei,2010,0.12292310163151,122923101631.51001
CO2,Processes,BRN,Brunei,2011,0.12899315643259,128993156432.59
CO2,Processes,BRN,Brunei,2012,0.13964033700393,139640337003.93
CO2,Processes,BRN,Brunei,2013,0.13826985701344,138269857013.44
CO2,Processes,BRN,Brunei,2014,0.10034649602398,100346496023.98001
CO2,Processes,BRN,Brunei,2015,0.096788199971481,96788199971.481
CO2,Processes,BRN,Brunei,2016,0.11221915099607,112219150996.06999
CO2,Processes,BRN,Brunei,2017,0.12095802705855,120958027058.54999
CO2,Processes,BRN,Brunei,2018,0.12794292839999,127942928399.98999
CO2,Processes,BRN,Brunei,2019,0.12592692699309,125926926993.09
CO2,Processes,BRN,Brunei,2020,0.10548821138678,105488211386.78
CO2,Processes,BRN,Brunei,2021,0.10938789820354,109387898203.54001
CO2,Processes,BRN,Brunei,2022,0.10920519076038,109205190760.38
CO2,Processes,BRN,Brunei,2023,0.10912220872801,109122208728.01
CO2,Transport,BRN,Brunei,1970,0.08072073009,80720730090
CO2,Transport,BRN,Brunei,1971,0.08072073009,80720730090
CO2,Transport,BRN,Brunei,1972,0.06209282079,62092820790
CO2,Transport,BRN,Brunei,1973,0.08382528,83825280000
CO2,Transport,BRN,Brunei,1974,0.0993483414,99348341400
CO2,Transport,BRN,Brunei,1975,0.0993483414,99348341400
CO2,Transport,BRN,Brunei,1976,0.13970870298,139708702980
CO2,Transport,BRN,Brunei,1977,0.16765056,167650560000
CO2,Transport,BRN,Brunei,1978,0.16765056,167650560000
CO2,Transport,BRN,Brunei,1979,0.20180152377,201801523770
CO2,Transport,BRN,Brunei,1980,0.33324754203,333247542030
CO2,Transport,BRN,Brunei,1981,0.31337289708,313372897080
CO2,Transport,BRN,Brunei,1982,0.36367043907,363670439070
CO2,Transport,BRN,Brunei,1983,0.41075945847,410759458470
CO2,Transport,BRN,Brunei,1984,0.40972065432,409720654320
CO2,Transport,BRN,Brunei,1985,0.45028865586,450288655860
CO2,Transport,BRN,Brunei,1986,0.4592910048,459291004800
CO2,Transport,BRN,Brunei,1987,0.48733682757,487336827570
CO2,Transport,BRN,Brunei,1988,0.51890249451,518902494510.00006
CO2,Transport,BRN,Brunei,1989,0.5315289375,531528937499.99994
CO2,Transport,BRN,Brunei,1990,0.55336507833,553365078330
CO2,Transport,BRN,Brunei,1991,0.59724556821,597245568210
CO2,Transport,BRN,Brunei,1992,0.65427176109,654271761090
CO2,Transport,BRN,Brunei,1993,0.68242155654,682421556540
CO2,Transport,BRN,Brunei,1994,0.72298987671,722989876710
CO2,Transport,BRN,Brunei,1995,0.77670358125,776703581250
CO2,Transport,BRN,Brunei,1996,0.83683462251,836834622510
CO2,Transport,BRN,Brunei,1997,0.87492130038,874921300380
CO2,Transport,BRN,Brunei,1998,0.82110362268001,821103622680.01
CO2,Transport,BRN,Brunei,1999,0.81127013082,811270130820
CO2,Transport,BRN,Brunei,2000,0.80826953973,808269539730
CO2,Transport,BRN,Brunei,2001,0.8433553419,843355341900
CO2,Transport,BRN,Brunei,2002,0.8812343724,881234372400
CO2,Transport,BRN,Brunei,2003,0.92273782251,922737822510
CO2,Transport,BRN,Brunei,2004,0.97365858333,973658583330
CO2,Transport,BRN,Brunei,2005,0.95182215837,951822158370
CO2,Transport,BRN,Brunei,2006,1.03141196772,1031411967720
CO2,Transport,BRN,Brunei,2007,1.12642119135,1126421191350
CO2,Transport,BRN,Brunei,2008,1.13211103761,1132111037610
CO2,Transport,BRN,Brunei,2009,1.12186225149,1121862251490
CO2,Transport,BRN,Brunei,2010,1.17557624709,1175576247090
CO2,Transport,BRN,Brunei,2011,1.28362717395,1283627173950
CO2,Transport,BRN,Brunei,2012,1.34261515377,1342615153770
CO2,Transport,BRN,Brunei,2013,1.32605328774,1326053287740
CO2,Transport,BRN,Brunei,2014,1.35099426954,1350994269540
CO2,Transport,BRN,Brunei,2015,1.35699573633,1356995736330
CO2,Transport,BRN,Brunei,2016,1.33743299508,1337432995080
CO2,Transport,BRN,Brunei,2017,1.33074319863,1330743198630
CO2,Transport,BRN,Brunei,2018,1.3534929075,1353492907500
CO2,Transport,BRN,Brunei,2019,1.32229260846,1322292608460
CO2,Transport,BRN,Brunei,2020,1.20319442538,1203194425380
CO2,Transport,BRN,Brunei,2021,1.15218073824,1152180738240
CO2,Transport,BRN,Brunei,2022,1.2085068518316,1208506851831.6
CO2,Transport,BRN,Brunei,2023,1.2412394275777,1241239427577.7
CO2,Waste,BRN,Brunei,1970,3.8751180886e-4,387511808.86
CO2,Waste,BRN,Brunei,1971,4.0842071941e-4,408420719.40999997
CO2,Waste,BRN,Brunei,1972,4.3072355733e-4,430723557.33
CO2,Waste,BRN,Brunei,1973,4.5442032262e-4,454420322.62
CO2,Waste,BRN,Brunei,1974,4.7811708791e-4,478117087.90999997
CO2,Waste,BRN,Brunei,1975,5.018138532e-4,501813853.1999999
CO2,Waste,BRN,Brunei,1976,5.2411669112e-4,524116691.12
CO2,Waste,BRN,Brunei,1977,5.4502560167e-4,545025601.6700001
CO2,Waste,BRN,Brunei,1978,5.6732843959e-4,567328439.59
CO2,Waste,BRN,Brunei,1979,5.8823735014e-4,588237350.14
CO2,Waste,BRN,Brunei,1980,6.0914626069e-4,609146260.69
CO2,Waste,BRN,Brunei,1981,6.3005517124e-4,630055171.24
CO2,Waste,BRN,Brunei,1982,6.5096408179e-4,650964081.79
CO2,Waste,BRN,Brunei,1983,6.7187299234e-4,671872992.34
CO2,Waste,BRN,Brunei,1984,6.9278190289e-4,692781902.89
CO2,Waste,BRN,Brunei,1985,7.1369081344e-4,713690813.44
CO2,Waste,BRN,Brunei,1986,7.3599365136e-4,735993651.36
CO2,Waste,BRN,Brunei,1987,7.5969041665e-4,759690416.65
CO2,Waste,BRN,Brunei,1988,7.8338718194e-4,783387181.94
CO2,Waste,BRN,Brunei,1989,8.0708394723e-4,807083947.2299999
CO2,Waste,BRN,Brunei,1990,8.3217463989e-4,832174639.89
CO2,Waste,BRN,Brunei,1991,8.6981067888e-4,869810678.88
CO2,Waste,BRN,Brunei,1992,8.9629529891e-4,896295298.91
CO2,Waste,BRN,Brunei,1993,9.2417384631e-4,924173846.31
CO2,Waste,BRN,Brunei,1994,9.5902203056e-4,959022030.56
CO2,Waste,BRN,Brunei,1995,9.9387021481e-4,993870214.8100001
CO2,Waste,BRN,Brunei,1996,0.00102871839906,1028718399.06
CO2,Waste,BRN,Brunei,1997,0.00106774836542,1067748365.42
CO2,Waste,BRN,Brunei,1998,0.00108029371175,1080293711.75
CO2,Waste,BRN,Brunei,1999,0.00111932367811,1119323678.11
CO2,Waste,BRN,Brunei,2000,0.00115974757184,1159747571.8400002
CO2,Waste,BRN,Brunei,2001,0.00120295932031,1202959320.3100002
CO2,Waste,BRN,Brunei,2002,0.00124477714141,1244777141.4099998
CO2,Waste,BRN,Brunei,2003,0.00129077674462,1290776744.62
CO2,Waste,BRN,Brunei,2004,0.00132562492887,1325624928.8700001
CO2,Waste,BRN,Brunei,2005,0.00136186704049,1361867040.49
CO2,Waste,BRN,Brunei,2006,0.00140647271633,1406472716.3300002
CO2,Waste,BRN,Brunei,2007,0.00144829053743,1448290537.43
CO2,Waste,BRN,Brunei,2008,0.00148871443116,1488714431.16
CO2,Waste,BRN,Brunei,2009,0.00152913832489,1529138324.89
CO2,Waste,BRN,Brunei,2010,0.00156956221862,1569562218.62
CO2,Waste,BRN,Brunei,2011,0.00160998611235,1609986112.3500001
CO2,Waste,BRN,Brunei,2012,0.00165041000608,1650410006.08
CO2,Waste,BRN,Brunei,2013,0.00165041000608,1650410006.08
CO2,Waste,BRN,Brunei,2014,0.00165041000608,1650410006.08
CO2,Waste,BRN,Brunei,2015,0.00165041000608,1650410006.08
CO2,Waste,BRN,Brunei,2016,0.00165041000608,1650410006.08
CO2,Waste,BRN,Brunei,2017,0.00167968248085,1679682480.8500001
CO2,Waste,BRN,Brunei,2018,0.00170756102825,1707561028.25
CO2,Waste,BRN,Brunei,2019,0.00173543957565,1735439575.6499999
CO2,Waste,BRN,Brunei,2020,0.00176331812305,1763318123.05
CO2,Waste,BRN,Brunei,2021,0.00178562096097,1785620960.97
CO2,Waste,BRN,Brunei,2022,0.001812663151948,1812663151.948
CO2,Waste,BRN,Brunei,2023,0.0018401148811812,1840114881.1812
CO2,Buildings,KHM,Cambodia,1970,0.091877830235762,91877830235.762
CO2,Buildings,KHM,Cambodia,1971,0.091877830235762,91877830235.762
CO2,Buildings,KHM,Cambodia,1972,0.080355692079847,80355692079.847
CO2,Buildings,KHM,Cambodia,1973,0.10666896885362,106668968853.62
CO2,Buildings,KHM,Cambodia,1974,0.15111907675604,151119076756.04
CO2,Buildings,KHM,Cambodia,1975,0.091062801383884,91062801383.884
CO2,Buildings,KHM,Cambodia,1976,0.087114864976692,87114864976.692
CO2,Buildings,KHM,Cambodia,1977,0.051353151168779,51353151168.779
CO2,Buildings,KHM,Cambodia,1978,0.072425860291529,72425860291.529
