Country,Region_Grid,Publisher,Data_Vintage,Method,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,Applicability_Wind_Solar,Applicability_Other,Crediting_Period_1,Crediting_Period_2,Crediting_Period_3,Notes,Sources,URLs
Indonesia,Masohi,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73699999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Namlea,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Namlea,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Tobelo,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Tobelo,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53900000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Ternate Tidore,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.90700000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Ternate Tidore,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Jayapura,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Jayapura,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Timika,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Timika,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70899999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Merauke,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Merauke,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70499999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Biak,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Biak,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70099999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Genyem,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Genyem,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Sorong,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Sorong,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77900000000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Nabire,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Nabire,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72699999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Manokwari,NA,Ex-ante,NA,NA,NA,NA,NA,NA,NA,NA,NA,N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Indonesia,Manokwari,NA,Ex-post,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72199999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lao PDR,Nationwide,Government,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ministry of Natural Resources and Environment, Lao PDR","Calculation for the emission factor for electricity generation in Lao PDR, 2010 (MONRE)"
Lao PDR,Nationwide,NA,NA,BM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lao PDR,Nationwide,NA,NA,CM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Malaysia,Government,NA,OM,NA,NA,NA,NA,NA,NA,NA,0.64480000000000004,NA,NA,0.65300000000000002,0.68100000000000005,0.71299999999999997,0.68899999999999995,0.657,0.626,0.60299999999999998,0.611,0.61299999999999999,0.59199999999999997,NA,NA,NA,NA,NA,"Malaysian Green Technology Corporation (GreenTech Malaysia) was  appointed as the consultant to conduct a study to update the Malaysian grid electricity energy-related carbon emission factors for 2017 by the Ministry of Energy, Science, Technology, Environment and Climate Change (MESTECC).","Malaysian Green Technology Corporation (GreenTech Malaysia), Ministry of Energy, Science, Technology, Environment & Climate Change.","2017 CDM ELECTRICITY BASELINE FOR MALAYSIA
https://www.mgtc.gov.my/wp-content/uploads/2019/12/2017-CDM-Electricity-Baseline-Final-Report-Publication-Version.pdf
Study on Grid Connected Electricity Baselines in Malaysia ; Year: 2014, 2013, 2012
http://cdm.greentechmalaysia.my/up_dir/Final%20Report_CDM_Baseline_2012v2.pdf
Study on Grid Connected Electricity Baselines in Malaysia ; Year: 2010 and 2011 (Updated on March 2013)
http://cdm.greentechmalaysia.my/up_dir/Report_CDM_Baseline_2010&2011.pdf
Study on Grid Connected Electricity Baselines in Malaysia; Year 2009 (Updated on Jan 2011)
http://cdm.greentechmalaysia.my/up_dir/CDM%20Electricity%20Baseline%202009.pdf
Study on Grid Connected Electricity Baselines in Malaysia; Year 2008 Version 2.0 (Updated on March 2010)
http://cdm.greentechmalaysia.my/up_dir/articles1016,article,1270025735,label_CDM_Baseline_2008.pdf
Study on Grid Connected Electricity Baselines in Malaysia; Year 2006 and 2007 Version 2.0 (Updated on Dec 2008)
http://cdm.greentechmalaysia.my/up_dir/articles1016,article,1233798565,CDMBaseline2006n2007.pdf
Study on Grid Connected Electricity Baselines in Malaysia; Year 2005 (Updated on Jan 2008)
http://cdm.greentechmalaysia.my/up_dir/articles1016,article,1204621745,CDMBaseline2005.pdf"
Malaysia,Malaysia,NA,NA,BM,NA,NA,NA,NA,NA,NA,NA,0.52569999999999995,NA,NA,0.73499999999999999,0.80300000000000005,0.76900000000000002,0.80400000000000005,0.864,0.748,0.74099999999999999,0.757,0.71,0.63600000000000001,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Malaysia,NA,NA,CM,NA,NA,NA,NA,NA,NA,NA,0.58499999999999996,NA,NA,0.69399999999999995,0.74199999999999999,0.74099999999999999,0.747,0.76,0.68300000000000005,0.67200000000000004,0.684,0.66100000000000003,0.61399999999999999,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Sarawak,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,0.9667,NA,NA,0.47199999999999998,0.61699999999999999,0.878,0.86799999999999999,0.85,0.877,0.81299999999999994,0.863,0.95899999999999996,0.96599999999999997,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Sarawak,NA,NA,BM,NA,NA,NA,NA,NA,NA,NA,0.1179,NA,NA,0.92500000000000004,0.83099999999999996,0.86599999999999999,0.81399999999999995,0.843,0.77900000000000003,0.83699999999999997,0.882,0.89700000000000002,0.94499999999999995,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Sarawak,NA,NA,CM,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,0.69899999999999995,0.72399999999999998,0.872,0.84099999999999997,0.847,0.80500000000000005,0.82499999999999996,0.873,0.92800000000000005,0.96,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Sabah,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,0.56369999999999998,NA,NA,0.56599999999999995,0.56699999999999995,0.57799999999999996,0.54700000000000004,0.591,0.623,0.70499999999999996,0.828,0.81799999999999995,0.59,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Sabah,NA,NA,BM,NA,NA,NA,NA,NA,NA,NA,0.48670000000000002,NA,NA,0.51500000000000001,0.5,0.51400000000000001,0.51500000000000001,0.556,0.55400000000000005,0.59699999999999998,0.787,0.78300000000000003,0.9,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,Sabah,NA,NA,CM,NA,NA,NA,NA,NA,NA,NA,0.52500000000000002,NA,NA,0.53600000000000003,0.533 ,0.54600000000000004,0.53100000000000003,0.574,0.61199999999999999,0.65100000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,West Sabah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.807,0.80100000000000005,0.745,NA,NA,NA,NA,NA,NA,NA,NA
Malaysia,East Sabah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.8,0.8,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon-Visayas Grid,Government,NA,OM,NA,NA,NA,NA,NA,NA,NA,0.71220000000000006,NA,NA,NA,NA,NA,0.60319999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Energy, the Philippines","Department of Energy, the Philippines  
2015-2017 National Grid Emission Factor (NGEF) 
https://www.doe.gov.ph/electric-power/2015-2017-national-grid-emission-factor-ngef"
Philippines,Luzon-Visayas Grid,NA,NA,BM,NA,NA,NA,NA,NA,NA,NA,0.59789999999999999,NA,NA,NA,NA,NA,0.40439999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Luzon-Visayas Grid,NA,NA,CM Avg,NA,NA,NA,NA,NA,NA,NA,0.68359999999999999,NA,NA,NA,NA,NA,0.55349999999999999,NA,NA,NA,NA,NA,NA,y,n,y,n,n,NA,NA,NA
Philippines,Luzon-Visayas Grid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59789999999999999,NA,NA,NA,NA,NA,0.50380000000000003,NA,NA,NA,NA,NA,NA,n,y,y,n,n,NA,NA,NA
Philippines,Luzon-Visayas Grid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4541,NA,NA,NA,NA,NA,NA,n,y,n,y,y,NA,NA,NA
Philippines,Mindanao,NA,NA,OM,NA,NA,NA,NA,NA,NA,NA,0.77969999999999995,NA,NA,NA,NA,NA,0.28639999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Mindanao,NA,NA,BM,NA,NA,NA,NA,NA,NA,NA,0.80449999999999999,NA,NA,NA,NA,NA,0.70569999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,Mindanao,NA,NA,CM Avg,NA,NA,NA,NA,NA,NA,NA,0.78590000000000004,NA,NA,NA,NA,NA,0.39119999999999999,NA,NA,NA,NA,NA,NA,y,n,y,n,n,NA,NA,NA
Philippines,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79210000000000003,NA,NA,NA,NA,NA,0.496,NA,NA,NA,NA,NA,NA,n,y,y,n,n,NA,NA,NA
Philippines,Mindanao,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6008,NA,NA,NA,NA,NA,NA,n,y,n,y,y,NA,NA,NA
Singapore,Nationwide,Government,NA,OM,NA,0.412,0.4168,0.4085,0.4074,0.40849999999999997,0.42059999999999997,0.42099999999999999,0.42370000000000002,0.4224,0.42770000000000002,0.43880000000000002,0.4778,0.50849999999999995,0.5083,0.49730000000000002,0.4965,0.5046,0.53,0.52549999999999997,NA,NA,NA,NA,NA,NA,National Environment Agency Singapore,"Electricity Grid Emissions Factors and Upstream Fugitive Methane Emission Factor
https://www.ema.gov.sg/resources/singapore-energy-statistics/chapter2"
Singapore,Nationwide,NA,NA,BM,NA,0.394,0.4057,0.3992,0.4022,0.40129999999999999,0.40310000000000001,0.40179999999999999,0.3977,0.39410000000000001,0.40860000000000002,0.41370000000000001,0.41639999999999999,0.45779999999999998,0.4319,0.42080000000000001,0.4264,0.4352,0.42249999999999999,0.42049999999999998,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,Nationwide,Government,NA,OM,NA,NA,NA,NA,NA,NA,NA,NA,0.56899999999999995,0.55889999999999995,0.58779999999999999,0.53600000000000003,0.55740000000000001,N/A,0.5796,0.60340000000000005,0.61770000000000003,0.6232,NA,NA,NA,NA,NA,NA,NA,The 2014 OM data was recalculated in 2017. The OM data of 2014 shown was published in 2017 while BM and CM values shown for the same year were published in 2015.,Thailand Greenhouse Gas Management Organization (Public Organization),"กลไกลดก๊าซเรือนกระจก (Greenhouse Gas Mitigation Mechanism)
Greenhouse gas emissions from electricity production/use (Emission Factor) for greenhouse gas reduction projects and activities (2024)
https://ghgreduction.tgo.or.th/th/download-tver/120-tver-gwp-emission-factor/3377-emission-factor-30-2565.html
"
Thailand,Nationwide,NA,NA,OM (Avg),NA,NA,0.5251,0.5143,0.5221,0.52900000000000003,0.52900000000000003,0.57189999999999996,0.57189999999999996,NA,NA,NA,NA,N/A,0.5994,0.61470000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,Nationwide,NA,NA,BM,NA,NA,NA,NA,NA,NA,NA,0.56089999999999995,0.56089999999999995,NA,0.63670000000000004,NA,NA,N/A,0.4231,0.54769999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,Nationwide,NA,NA,CM,NA,NA,NA,NA,NA,NA,NA,0.56640000000000001,0.56640000000000001,NA,0.5897,NA,NA,N/A,0.51125,0.58119999999999994,NA,NA,NA,NA,n,y,NA,NA,NA,NA,NA,NA
Thailand,Nationwide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56915000000000004,0.56920000000000004,NA,0.56610000000000005,NA,NA,N/A,0.5554,0.59794999999999998,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA
Viet Nam,Nationwide,Government,NA,OM,NA,0.9201,NA,0.9239,0.9242,0.89070000000000005,"0.8795
0,9465",0.83360000000000001,NA,0.77769999999999995,0.71789999999999998,0.68079999999999996,0.64480000000000004,NA,0.6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Department of Climate Change - Ministry of Natural Resources and Environment 
Nghiên cứu, xây dựng hệ số phát thải (EF) của lưới điện Việt Nam năm 2023
(Research and develop the emission factor (EF) of Vietnam's power grid in 2023)","2023:http://www.dcc.gov.vn/van-ban-phap-luat/1125/Nghien-cuu,-xay-dung-he-so-phat-thai-(EF)-cua-luoi-dien-Viet-Nam-nam-2023-(k%C3%A8m-CV-1726/BDKH-PTCBT).html
2021:http://www.dcc.gov.vn/van-ban-phap-luat/1102/Nghien-cuu,-xay-dung-he-so-phat-thai-(EF)-cua-luoi-dien-Viet-Nam-nam-2021-(k%C3%A8m-CV-1278/BDKH-TTBVTOD).html
2020:http://www.dcc.gov.vn/van-ban-phap-luat/1081/Nghien-cuu,-xay-dung-he-so-phat-thai-(EF)-cua-luoi-dien-Viet-Nam-nam-2020-(k%C3%A8m-CV-1316/BDKH-TTBVTOD).html
2019: http://www.dcc.gov.vn/van-ban-phap-luat/1067/Nghien-cuu,-xay-dung-he-so-phat-thai-(EF)-cua-luoi-dien-Viet-Nam-nam-2019-(k%C3%A8m-CV-116/BDKH-TTBVTOD).html
2018:http://www.dcc.gov.vn/tin-tuc/3620/He-so-phat-thai-cua-luoi-dien-Viet-Nam-nam-2018.html"
Viet Nam,Nationwide,NA,NA,BM,NA,0.3983,NA,0.5202,0.684,0.80100000000000005,0.94650000000000001,0.89610000000000001,NA,0.85309999999999997,0.60440000000000005,0.45050000000000001,0.4758,NA,0.4722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Viet Nam,Nationwide,NA,NA,CM,NA,0.6592,NA,0.7221,0.8041,0.8458,0.91300000000000003,0.8649,NA,0.81540000000000001,0.66120000000000001,0.56569999999999998,0.56030000000000002,NA,0.5408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
