Substance,Sector,edgar_country_code,country,year,co2_emissions_tonnes,code,electricity_demand_t_wh,electricity_generation_t_wh,ef_kgco2_per_kwh,ef_gco2_per_kwh,daily_pv_average,yearly_pv,solar_capacity_factor
CO2,Industrial Combustion,IDN,Indonesia,2023,141.21945662286,NA,NA,NA,0.7777147540983607,777.7147540983607,3.67,1339.55,0.15291666666666667
CO2,Power Industry,IDN,Indonesia,2023,269.8987878661,NA,NA,NA,0.7777147540983607,777.7147540983607,3.67,1339.55,0.15291666666666667
CO2,Processes,IDN,Indonesia,2023,47.91334800851,NA,NA,NA,0.7777147540983607,777.7147540983607,3.67,1339.55,0.15291666666666667
CO2,Transport,IDN,Indonesia,2023,149.53849144114,NA,NA,NA,0.7777147540983607,777.7147540983607,3.67,1339.55,0.15291666666666667
CO2,Waste,IDN,Indonesia,2023,0.17428095872411,NA,NA,NA,0.7777147540983607,777.7147540983607,3.67,1339.55,0.15291666666666667
CO2,Buildings,LAO,Laos,1970,0.14507025826699,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1970,1.0432448037124e-9,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1970,0.0063244646982237,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1970,0.024511216430625,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1970,0.0069750628037814,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1970,0.10407608116305,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1970,0.00135768525838,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1971,0.14507025826699,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1971,1.0432448037124e-9,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1971,0.0063244646982237,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1971,0.024511216430625,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1971,0.0071339418325896,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1971,0.10407608116305,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1971,0.00143713911847,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1972,0.12687740854713,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1972,1.0432695480212e-10,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1972,0.0079027161004273,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1972,0.050302906302381,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1972,0.0073993622816207,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1972,0.11345206301738,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1972,0.00152077476067,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1973,0.16842468766362,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1973,1.2519135599019e-10,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1973,0.0075899475421906,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1973,0.075300667602693,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1973,0.0076474183483345,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1973,0.10818789937493,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1973,0.00160719825761,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1974,0.23860906856216,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1974,8.3457604752284e-11,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1974,0.0090190189707855,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1974,0.089028864072732,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1974,0.0077928753324766,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1974,0.1050832279793,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1974,0.00169222782718,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1975,0.14378337060613,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1975,1.2519135599019e-10,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1975,0.0079027161004273,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1975,0.090698661004465,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1975,0.0080595748728887,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1975,0.12187230287235,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1975,0.00177446954201,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1976,0.1375497868053,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1976,8.3457604752284e-11,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1976,0.0077295217751193,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1976,0.10371938056918,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1976,0.0076425910346015,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1976,0.11035215539608,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1976,0.00184416591051,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1977,0.081083922898073,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1977,1.0432695480212e-10,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1977,0.014490067304759,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1977,0.16168897294889,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1977,0.0076672713110124,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1977,0.12233301814784,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1977,0.00190828656953,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1978,0.11435662151294,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1978,1.2519135599019e-10,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1978,0.013941667106795,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1978,0.11785160013391,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1978,0.0083612355312369,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1978,0.12985897146371,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1978,0.00197101330118,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1979,0.11518091531038,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1979,1.2519135599019e-10,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1979,0.019176792807971,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1979,0.12985716809848,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1979,0.0083765130536646,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1979,0.14011861564071,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1979,0.00203931574231,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1980,0.14454964028612,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1980,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1980,0.014562110359857,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1980,0.13382229907842,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1980,0.0086265226307337,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1980,0.14255207044115,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1980,0.00211598174766,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1981,0.045495140410495,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1981,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1981,0.013130835122165,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1981,0.054718896000889,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1981,0.0078519581418394,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1981,0.059113987318034,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1981,0.00220798095408,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1982,0.041097113915053,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1982,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1982,0.0075396988992369,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1982,0.051172120204431,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1982,0.00808583041078,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1982,0.055794856001411,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1982,0.00230973765209,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1983,0.045444061866789,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1983,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1983,0.0072133018797039,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1983,0.055523497811163,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1983,0.008197584067385,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1983,0.059770108103855,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1983,0.00242264576906,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1984,0.031423787571753,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1984,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1984,0.0059113807370885,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1984,0.046129940589608,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1984,0.0083365671686455,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1984,0.05391858394409,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1984,0.00254391745025,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1985,0.033851666100605,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1985,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1985,0.0086243202858683,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1985,0.059533019358206,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1985,0.0083775636245597,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1985,0.064041784072572,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1985,0.00267076484092,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1986,0.031327537188477,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1986,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1986,0.0093044742765533,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1986,0.074705824575323,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1986,0.0086457320901546,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1986,0.06385903850825,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1986,0.00281294543266,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1987,0.040338018556968,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1987,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1987,0.010176156889366,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1987,0.080299586510847,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1987,0.0088846725309386,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1987,0.073307262820529,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1987,0.00296209566125,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1988,0.044441169499835,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1988,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1988,0.0097834724015803,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1988,0.078110521331634,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1988,0.0091930250416279,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1988,0.073459528783932,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1988,0.00311821552669,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1989,0.059065128961593,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1989,NA,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1989,0.010158205369189,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1989,0.077816997090994,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1989,0.0094686013391846,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1989,0.07752159761867,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1989,0.00327991110161,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1990,0.025359674288757,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1990,2.0567226213143e-5,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1990,0.026600301637775,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1990,0.070336898107617,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1990,0.013291563492173,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1990,0.11853016173246,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1990,0.00344857631338,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1991,0.029947013098566,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1991,3.2467968796648e-5,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1991,0.034334226519865,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1991,0.089323598216875,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1991,0.013719051995352,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1991,0.14398388694284,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1991,0.00363675650833,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1992,0.031952190100922,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1992,1.8120951491734e-4,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1992,0.041126463970595,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1992,0.098731443580152,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1992,0.014061951177462,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1992,0.15749932200344,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1992,0.00382911848539,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1993,0.032507200948661,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1993,7.9308712062831e-5,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1993,0.048686299639432,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1993,0.10947097217257,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1993,0.014389718410773,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1993,0.15697937528833,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1993,0.00402566224456,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1994,0.034925679870151,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1994,1.0476723097104e-4,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1994,0.07165195895543,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1994,0.10224971616947,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1994,0.016269977188458,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1994,0.17437020456474,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1994,0.00422499385847,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1995,0.033815115900126,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1995,1.2418245920602e-4,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Industrial Combustion,LAO,Laos,1995,0.081742682363615,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Power Industry,LAO,Laos,1995,0.10907292160105,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Processes,LAO,Laos,1995,0.016546247236851,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Transport,LAO,Laos,1995,0.15078522151612,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Waste,LAO,Laos,1995,0.00442293154501,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Buildings,LAO,Laos,1996,0.041778972052617,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
CO2,Fuel Exploitation,LAO,Laos,1996,1.829635239212e-4,NA,NA,NA,0.5743209523809524,574.3209523809523,3.73,1361.45,0.15541666666666668
