Substance,Sector,EDGAR Country Code,Country,Year,CO2_Emissions
CO2,Power Industry,PHL,Philippines,1985,9.046412044
CO2,Power Industry,PHL,Philippines,1986,6.580970265
CO2,Power Industry,PHL,Philippines,1987,9.880815811
CO2,Power Industry,PHL,Philippines,1988,9.720833365
CO2,Power Industry,PHL,Philippines,1989,10.41690169
CO2,Power Industry,PHL,Philippines,1990,9.205340289
CO2,Power Industry,PHL,Philippines,1991,11.63747518
CO2,Power Industry,PHL,Philippines,1992,12.158660256
CO2,Power Industry,PHL,Philippines,1993,11.313815986
CO2,Power Industry,PHL,Philippines,1994,13.813942141
CO2,Power Industry,PHL,Philippines,1995,16.372729378
CO2,Power Industry,PHL,Philippines,1996,18.346038119
CO2,Power Industry,PHL,Philippines,1997,21.780956086
CO2,Power Industry,PHL,Philippines,1998,22.340352971
CO2,Power Industry,PHL,Philippines,1999,20.144743332
CO2,Power Industry,PHL,Philippines,2000,22.404954234
CO2,Power Industry,PHL,Philippines,2001,23.179716697
CO2,Power Industry,PHL,Philippines,2002,21.977848063
CO2,Power Industry,PHL,Philippines,2003,23.318864613
CO2,Power Industry,PHL,Philippines,2004,24.732189869
CO2,Power Industry,PHL,Philippines,2005,27.302506099
CO2,Power Industry,PHL,Philippines,2006,23.71240703
CO2,Power Industry,PHL,Philippines,2007,25.391354398
CO2,Power Industry,PHL,Philippines,2008,28.168638251
CO2,Power Industry,PHL,Philippines,2009,28.930453514
CO2,Power Industry,PHL,Philippines,2010,32.096405533
CO2,Power Industry,PHL,Philippines,2011,33.197074656
CO2,Power Industry,PHL,Philippines,2012,35.525491119
CO2,Power Industry,PHL,Philippines,2013,41.322998998
CO2,Power Industry,PHL,Philippines,2014,44.298699143
CO2,Power Industry,PHL,Philippines,2015,48.218953491
CO2,Power Industry,PHL,Philippines,2016,52.393976901999
CO2,Power Industry,PHL,Philippines,2017,59.922922492999
CO2,Power Industry,PHL,Philippines,2018,65.616302639
CO2,Power Industry,PHL,Philippines,2019,71.429318397001
CO2,Power Industry,PHL,Philippines,2020,72.079902044
CO2,Power Industry,PHL,Philippines,2021,75.063266566
CO2,Power Industry,PHL,Philippines,2022,75.368763800553
CO2,Power Industry,PHL,Philippines,2023,82.743445385673
CO2,Processes,PHL,Philippines,1970,2.1712867031931
CO2,Processes,PHL,Philippines,1971,2.4237842905923
CO2,Processes,PHL,Philippines,1972,2.4773616553718
CO2,Processes,PHL,Philippines,1973,3.1495624767319
CO2,Processes,PHL,Philippines,1974,2.8148654567917
CO2,Processes,PHL,Philippines,1975,3.1610436970522
CO2,Processes,PHL,Philippines,1976,3.2066403108685
CO2,Processes,PHL,Philippines,1977,3.2120841006443
CO2,Processes,PHL,Philippines,1978,3.1540418559036
CO2,Processes,PHL,Philippines,1979,4.7599008736054
CO2,Processes,PHL,Philippines,1980,3.4181123735599
CO2,Processes,PHL,Philippines,1981,3.1151351708723
CO2,Processes,PHL,Philippines,1982,3.1758234633745
CO2,Processes,PHL,Philippines,1983,3.3044215897392
CO2,Processes,PHL,Philippines,1984,2.8189457963161
CO2,Processes,PHL,Philippines,1985,2.4973995130887
CO2,Processes,PHL,Philippines,1986,2.6053472978956
CO2,Processes,PHL,Philippines,1987,2.9546939752419
CO2,Processes,PHL,Philippines,1988,3.0220846761017
CO2,Processes,PHL,Philippines,1989,2.8274195739557
CO2,Processes,PHL,Philippines,1990,4.6240500829021
CO2,Processes,PHL,Philippines,1991,5.5317741178126
CO2,Processes,PHL,Philippines,1992,5.6574095532516004
CO2,Processes,PHL,Philippines,1993,6.1106370217195
CO2,Processes,PHL,Philippines,1994,7.2101197831106
CO2,Processes,PHL,Philippines,1995,8.6625317996752
CO2,Processes,PHL,Philippines,1996,6.8969202062973
CO2,Processes,PHL,Philippines,1997,8.3859353175953
CO2,Processes,PHL,Philippines,1998,7.0056293592731
CO2,Processes,PHL,Philippines,1999,7.3091077809643
CO2,Processes,PHL,Philippines,2000,7.0409159844251
CO2,Processes,PHL,Philippines,2001,4.6852034320111
CO2,Processes,PHL,Philippines,2002,6.7343103044794
CO2,Processes,PHL,Philippines,2003,6.7418116843066
CO2,Processes,PHL,Philippines,2004,6.1544350305627
CO2,Processes,PHL,Philippines,2005,8.502854418324
CO2,Processes,PHL,Philippines,2006,6.2609570304727
CO2,Processes,PHL,Philippines,2007,8.5291882248407
CO2,Processes,PHL,Philippines,2008,7.5833658895105
CO2,Processes,PHL,Philippines,2009,7.6876159615901
CO2,Processes,PHL,Philippines,2010,8.5173024459962
CO2,Processes,PHL,Philippines,2011,7.569591988948
CO2,Processes,PHL,Philippines,2012,9.9384648521734
CO2,Processes,PHL,Philippines,2013,8.8786843339489
CO2,Processes,PHL,Philippines,2014,9.4144700298833
CO2,Processes,PHL,Philippines,2015,10.548642754546
CO2,Processes,PHL,Philippines,2016,8.4469607079623
CO2,Processes,PHL,Philippines,2017,11.237877201172
CO2,Processes,PHL,Philippines,2018,12.066777894096
CO2,Processes,PHL,Philippines,2019,11.967769896233
CO2,Processes,PHL,Philippines,2020,10.198229749429
CO2,Processes,PHL,Philippines,2021,11.702510087072
CO2,Processes,PHL,Philippines,2022,11.739585691119
CO2,Processes,PHL,Philippines,2023,11.773153447567
CO2,Transport,PHL,Philippines,1970,9.849232506
CO2,Transport,PHL,Philippines,1971,9.849232506
CO2,Transport,PHL,Philippines,1972,9.991218012
CO2,Transport,PHL,Philippines,1973,10.436866304
CO2,Transport,PHL,Philippines,1974,9.932627012
CO2,Transport,PHL,Philippines,1975,10.243878356
CO2,Transport,PHL,Philippines,1976,10.194614867
CO2,Transport,PHL,Philippines,1977,10.334451897
CO2,Transport,PHL,Philippines,1978,10.616778517
CO2,Transport,PHL,Philippines,1979,10.515170401
CO2,Transport,PHL,Philippines,1980,10.010540882
CO2,Transport,PHL,Philippines,1981,9.620300609
CO2,Transport,PHL,Philippines,1982,9.763798151
CO2,Transport,PHL,Philippines,1983,9.907494844
CO2,Transport,PHL,Philippines,1984,9.847567924
CO2,Transport,PHL,Philippines,1985,9.904856273
CO2,Transport,PHL,Philippines,1986,10.318513958
CO2,Transport,PHL,Philippines,1987,10.855303901
CO2,Transport,PHL,Philippines,1988,11.339681507
CO2,Transport,PHL,Philippines,1989,11.989700716
CO2,Transport,PHL,Philippines,1990,13.761031822
CO2,Transport,PHL,Philippines,1991,13.012275998
CO2,Transport,PHL,Philippines,1992,15.086956008
CO2,Transport,PHL,Philippines,1993,17.108258606
CO2,Transport,PHL,Philippines,1994,17.995778128
CO2,Transport,PHL,Philippines,1995,21.273157696
CO2,Transport,PHL,Philippines,1996,24.095461651
CO2,Transport,PHL,Philippines,1997,24.750623152
CO2,Transport,PHL,Philippines,1998,25.458225019
CO2,Transport,PHL,Philippines,1999,25.160519343
CO2,Transport,PHL,Philippines,2000,25.243752503
CO2,Transport,PHL,Philippines,2001,25.17030867
CO2,Transport,PHL,Philippines,2002,26.099218552
CO2,Transport,PHL,Philippines,2003,25.496717327
CO2,Transport,PHL,Philippines,2004,26.387339367
CO2,Transport,PHL,Philippines,2005,25.114216258
CO2,Transport,PHL,Philippines,2006,23.582609698
CO2,Transport,PHL,Philippines,2007,23.712954951
CO2,Transport,PHL,Philippines,2008,22.72370762
CO2,Transport,PHL,Philippines,2009,23.589861988
CO2,Transport,PHL,Philippines,2010,23.749437754
CO2,Transport,PHL,Philippines,2011,23.529833935
CO2,Transport,PHL,Philippines,2012,24.49429873
CO2,Transport,PHL,Philippines,2013,25.563349002
CO2,Transport,PHL,Philippines,2014,26.646472478
CO2,Transport,PHL,Philippines,2015,30.821017306
CO2,Transport,PHL,Philippines,2016,33.33541641
CO2,Transport,PHL,Philippines,2017,34.455156896
CO2,Transport,PHL,Philippines,2018,35.639416539
CO2,Transport,PHL,Philippines,2019,36.90616155
CO2,Transport,PHL,Philippines,2020,28.455325188
CO2,Transport,PHL,Philippines,2021,31.778793651
CO2,Transport,PHL,Philippines,2022,34.847463195632
CO2,Transport,PHL,Philippines,2023,36.453727739192
CO2,Waste,PHL,Philippines,1970,0.03150694034411
CO2,Waste,PHL,Philippines,1971,0.03293571589836
CO2,Waste,PHL,Philippines,1972,0.03441746069267
CO2,Waste,PHL,Philippines,1973,0.03595496258178
CO2,Waste,PHL,Philippines,1974,0.03754264585621
CO2,Waste,PHL,Philippines,1975,0.03918190444333
CO2,Waste,PHL,Philippines,1976,0.04071801240507
CO2,Waste,PHL,Philippines,1977,0.04230011997002
CO2,Waste,PHL,Philippines,1978,0.04393380284766
CO2,Waste,PHL,Philippines,1979,0.04562184889273
CO2,Waste,PHL,Philippines,1980,0.04736983381471
CO2,Waste,PHL,Philippines,1981,0.0499304783934
CO2,Waste,PHL,Philippines,1982,0.05259427359747
CO2,Waste,PHL,Philippines,1983,0.05536400728166
CO2,Waste,PHL,Philippines,1984,0.05823967944597
CO2,Waste,PHL,Philippines,1985,0.0612212900904
CO2,Waste,PHL,Philippines,1986,0.06430465743284
CO2,Waste,PHL,Philippines,1987,0.06749675111014
CO2,Waste,PHL,Philippines,1988,0.07079199541282
CO2,Waste,PHL,Philippines,1989,0.0741848146314
CO2,Waste,PHL,Philippines,1990,0.07766545127429
CO2,Waste,PHL,Philippines,1991,0.07947895078266
CO2,Waste,PHL,Philippines,1992,0.08129105636366
CO2,Waste,PHL,Philippines,1993,0.08310734372677
CO2,Waste,PHL,Philippines,1994,0.08492920679936
CO2,Waste,PHL,Philippines,1995,0.08676222129091
CO2,Waste,PHL,Philippines,1996,0.08860081149194
CO2,Waste,PHL,Philippines,1997,0.09044218954771
CO2,Waste,PHL,Philippines,1998,0.09228914331296
CO2,Waste,PHL,Philippines,1999,0.09414446064243
CO2,Waste,PHL,Philippines,2000,0.10036137671263
CO2,Waste,PHL,Philippines,2001,0.10232681430433
CO2,Waste,PHL,Philippines,2002,0.10430061546025
CO2,Waste,PHL,Philippines,2003,0.10625768948773
CO2,Waste,PHL,Philippines,2004,0.10816458212989
CO2,Waste,PHL,Philippines,2005,0.10999759662144
CO2,Waste,PHL,Philippines,2006,0.11177067223608
CO2,Waste,PHL,Philippines,2007,0.11347126362748
CO2,Waste,PHL,Philippines,2008,0.11513282505252
CO2,Waste,PHL,Philippines,2009,0.11680135611441
CO2,Waste,PHL,Philippines,2010,0.1185117049974
CO2,Waste,PHL,Philippines,2011,0.1209789564423
CO2,Waste,PHL,Philippines,2012,0.12351032854622
CO2,Waste,PHL,Philippines,2013,0.12609188203546
CO2,Waste,PHL,Philippines,2014,0.12869852621736
CO2,Waste,PHL,Philippines,2015,0.13131492789085
CO2,Waste,PHL,Philippines,2016,0.13403308626235
CO2,Waste,PHL,Philippines,2017,0.13676378998018
CO2,Waste,PHL,Philippines,2018,0.13951122082645
CO2,Waste,PHL,Philippines,2019,0.14227677272853
CO2,Waste,PHL,Philippines,2020,0.14506741532327
CO2,Waste,PHL,Philippines,2021,0.14803926847611
CO2,Waste,PHL,Philippines,2022,0.15084050491886
CO2,Waste,PHL,Philippines,2023,0.15369474706536
CO2,Buildings,SGP,Singapore,1970,0.32652743
CO2,Buildings,SGP,Singapore,1971,0.32652743
CO2,Buildings,SGP,Singapore,1972,0.25163417
CO2,Buildings,SGP,Singapore,1973,0.25844292
CO2,Buildings,SGP,Singapore,1974,0.25158306
CO2,Buildings,SGP,Singapore,1975,0.21978761
CO2,Buildings,SGP,Singapore,1976,0.21565421
CO2,Buildings,SGP,Singapore,1977,0.22679969
CO2,Buildings,SGP,Singapore,1978,0.27197617
CO2,Buildings,SGP,Singapore,1979,0.31274914
CO2,Buildings,SGP,Singapore,1980,0.3137886
CO2,Buildings,SGP,Singapore,1981,0.29636862
CO2,Buildings,SGP,Singapore,1982,0.29803479
CO2,Buildings,SGP,Singapore,1983,0.29974206
CO2,Buildings,SGP,Singapore,1984,0.30378698
CO2,Buildings,SGP,Singapore,1985,1.38388105
CO2,Buildings,SGP,Singapore,1986,1.21264064
CO2,Buildings,SGP,Singapore,1987,1.27195332
CO2,Buildings,SGP,Singapore,1988,1.28553513
CO2,Buildings,SGP,Singapore,1989,1.41269579
CO2,Buildings,SGP,Singapore,1990,1.31968353
CO2,Buildings,SGP,Singapore,1991,1.24454572
CO2,Buildings,SGP,Singapore,1992,0.72924786
CO2,Buildings,SGP,Singapore,1993,0.74327422
CO2,Buildings,SGP,Singapore,1994,0.75529084
CO2,Buildings,SGP,Singapore,1995,0.61987585
CO2,Buildings,SGP,Singapore,1996,0.64908925
CO2,Buildings,SGP,Singapore,1997,0.8332478
CO2,Buildings,SGP,Singapore,1998,0.60336364
CO2,Buildings,SGP,Singapore,1999,0.60168031
CO2,Buildings,SGP,Singapore,2000,0.6139551
CO2,Buildings,SGP,Singapore,2001,0.61596326
CO2,Buildings,SGP,Singapore,2002,0.68527184
CO2,Buildings,SGP,Singapore,2003,0.60438961
CO2,Buildings,SGP,Singapore,2004,0.60916802
CO2,Buildings,SGP,Singapore,2005,0.51834024
CO2,Buildings,SGP,Singapore,2006,0.4678102
CO2,Buildings,SGP,Singapore,2007,0.57557027
CO2,Buildings,SGP,Singapore,2008,0.59292739
CO2,Buildings,SGP,Singapore,2009,0.62050637
CO2,Buildings,SGP,Singapore,2010,0.63606301
CO2,Buildings,SGP,Singapore,2011,0.62425308
CO2,Buildings,SGP,Singapore,2012,0.62333854
CO2,Buildings,SGP,Singapore,2013,0.64470153
CO2,Buildings,SGP,Singapore,2014,0.60067326
CO2,Buildings,SGP,Singapore,2015,0.61062551
CO2,Buildings,SGP,Singapore,2016,0.61055214
CO2,Buildings,SGP,Singapore,2017,0.598171326
CO2,Buildings,SGP,Singapore,2018,0.59989048
CO2,Buildings,SGP,Singapore,2019,0.584473648
CO2,Buildings,SGP,Singapore,2020,0.587126019
CO2,Buildings,SGP,Singapore,2021,0.652576201
CO2,Buildings,SGP,Singapore,2022,0.72278643802335
CO2,Buildings,SGP,Singapore,2023,0.73192143318322
CO2,Fuel Exploitation,SGP,Singapore,1970,1.6053018854018
CO2,Fuel Exploitation,SGP,Singapore,1971,1.6053018854018
CO2,Fuel Exploitation,SGP,Singapore,1972,2.4634137020189
CO2,Fuel Exploitation,SGP,Singapore,1973,2.5616813370228
CO2,Fuel Exploitation,SGP,Singapore,1974,2.867681594583
CO2,Fuel Exploitation,SGP,Singapore,1975,2.5094121980067
CO2,Fuel Exploitation,SGP,Singapore,1976,2.6067291667232
CO2,Fuel Exploitation,SGP,Singapore,1977,2.8984100945134
CO2,Fuel Exploitation,SGP,Singapore,1978,3.509091649159
CO2,Fuel Exploitation,SGP,Singapore,1979,3.7873163746447
CO2,Fuel Exploitation,SGP,Singapore,1980,3.6939516582749
CO2,Fuel Exploitation,SGP,Singapore,1981,4.0002058474433
CO2,Fuel Exploitation,SGP,Singapore,1982,3.951363995079
CO2,Fuel Exploitation,SGP,Singapore,1983,4.2982446903935
CO2,Fuel Exploitation,SGP,Singapore,1984,4.1786180049767
CO2,Fuel Exploitation,SGP,Singapore,1985,3.9634350402373
CO2,Fuel Exploitation,SGP,Singapore,1986,3.8808706700682
CO2,Fuel Exploitation,SGP,Singapore,1987,3.711988445129
CO2,Fuel Exploitation,SGP,Singapore,1988,4.8066307010495
CO2,Fuel Exploitation,SGP,Singapore,1989,5.1063885046628
CO2,Fuel Exploitation,SGP,Singapore,1990,8.7903915377772
CO2,Fuel Exploitation,SGP,Singapore,1991,9.8850528055533
CO2,Fuel Exploitation,SGP,Singapore,1992,10.133661622291
CO2,Fuel Exploitation,SGP,Singapore,1993,10.673172031471
CO2,Fuel Exploitation,SGP,Singapore,1994,11.112385934251
CO2,Fuel Exploitation,SGP,Singapore,1995,9.9709191918986
CO2,Fuel Exploitation,SGP,Singapore,1996,10.821775307719
CO2,Fuel Exploitation,SGP,Singapore,1997,10.823313801275
CO2,Fuel Exploitation,SGP,Singapore,1998,10.154649249708
CO2,Fuel Exploitation,SGP,Singapore,1999,9.3144225103123
CO2,Fuel Exploitation,SGP,Singapore,2000,8.788679413322
CO2,Fuel Exploitation,SGP,Singapore,2001,8.5801393708614
CO2,Fuel Exploitation,SGP,Singapore,2002,8.536241652525
CO2,Fuel Exploitation,SGP,Singapore,2003,7.0546552472934
CO2,Fuel Exploitation,SGP,Singapore,2004,8.3439250024019
CO2,Fuel Exploitation,SGP,Singapore,2005,6.9892631249688
CO2,Fuel Exploitation,SGP,Singapore,2006,6.8326003576764
CO2,Fuel Exploitation,SGP,Singapore,2007,6.7938046644191
CO2,Fuel Exploitation,SGP,Singapore,2008,6.8055711124864
CO2,Fuel Exploitation,SGP,Singapore,2009,4.5895958698383
CO2,Fuel Exploitation,SGP,Singapore,2010,4.6219957185956
CO2,Fuel Exploitation,SGP,Singapore,2011,5.5865940357713
CO2,Fuel Exploitation,SGP,Singapore,2012,5.5091941164432
CO2,Fuel Exploitation,SGP,Singapore,2013,5.119100707527
CO2,Fuel Exploitation,SGP,Singapore,2014,4.6333965163968
CO2,Fuel Exploitation,SGP,Singapore,2015,4.8577317912378
CO2,Fuel Exploitation,SGP,Singapore,2016,4.992946844
CO2,Fuel Exploitation,SGP,Singapore,2017,5.3601466521042
CO2,Fuel Exploitation,SGP,Singapore,2018,5.3028438593721
CO2,Fuel Exploitation,SGP,Singapore,2019,4.9700471348537
CO2,Fuel Exploitation,SGP,Singapore,2020,4.1440920770091
CO2,Fuel Exploitation,SGP,Singapore,2021,4.2093082592463
CO2,Fuel Exploitation,SGP,Singapore,2022,4.6361217833183
CO2,Fuel Exploitation,SGP,Singapore,2023,4.4745945251285
CO2,Industrial Combustion,SGP,Singapore,1970,0.41584638
CO2,Industrial Combustion,SGP,Singapore,1971,0.41584638
CO2,Industrial Combustion,SGP,Singapore,1972,0.30355074
CO2,Industrial Combustion,SGP,Singapore,1973,0.3780381
CO2,Industrial Combustion,SGP,Singapore,1974,0.51212586
CO2,Industrial Combustion,SGP,Singapore,1975,0.57803142
CO2,Industrial Combustion,SGP,Singapore,1976,0.686751
CO2,Industrial Combustion,SGP,Singapore,1977,0.72739731
CO2,Industrial Combustion,SGP,Singapore,1978,0.83492189000000006
CO2,Industrial Combustion,SGP,Singapore,1979,0.87626766
CO2,Industrial Combustion,SGP,Singapore,1980,0.81938227
CO2,Industrial Combustion,SGP,Singapore,1981,0.8748202
CO2,Industrial Combustion,SGP,Singapore,1982,0.75406161
CO2,Industrial Combustion,SGP,Singapore,1983,0.78238417
CO2,Industrial Combustion,SGP,Singapore,1984,0.84137101
CO2,Industrial Combustion,SGP,Singapore,1985,0.89081537
CO2,Industrial Combustion,SGP,Singapore,1986,0.79016344
CO2,Industrial Combustion,SGP,Singapore,1987,0.6136266
CO2,Industrial Combustion,SGP,Singapore,1988,0.4982196
CO2,Industrial Combustion,SGP,Singapore,1989,0.4921848
CO2,Industrial Combustion,SGP,Singapore,1990,0.4380666
CO2,Industrial Combustion,SGP,Singapore,1991,0.41656578
CO2,Industrial Combustion,SGP,Singapore,1992,0.4561683
CO2,Industrial Combustion,SGP,Singapore,1993,0.496524
CO2,Industrial Combustion,SGP,Singapore,1994,0.53959572
CO2,Industrial Combustion,SGP,Singapore,1995,0.4698192
CO2,Industrial Combustion,SGP,Singapore,1996,0.39662982
CO2,Industrial Combustion,SGP,Singapore,1997,0.37473624
CO2,Industrial Combustion,SGP,Singapore,1998,0.35284266
CO2,Industrial Combustion,SGP,Singapore,1999,0.33094908
CO2,Industrial Combustion,SGP,Singapore,2000,3.25513422
CO2,Industrial Combustion,SGP,Singapore,2001,3.44980179
CO2,Industrial Combustion,SGP,Singapore,2002,3.67464336
CO2,Industrial Combustion,SGP,Singapore,2003,4.36361631
CO2,Industrial Combustion,SGP,Singapore,2004,4.80726
CO2,Industrial Combustion,SGP,Singapore,2005,5.18620626
CO2,Industrial Combustion,SGP,Singapore,2006,5.42833692
CO2,Industrial Combustion,SGP,Singapore,2007,5.72950998
CO2,Industrial Combustion,SGP,Singapore,2008,5.9486805
CO2,Industrial Combustion,SGP,Singapore,2009,8.57730614
CO2,Industrial Combustion,SGP,Singapore,2010,9.7566371
CO2,Industrial Combustion,SGP,Singapore,2011,10.29981365
CO2,Industrial Combustion,SGP,Singapore,2012,10.20002615
CO2,Industrial Combustion,SGP,Singapore,2013,11.70594951
CO2,Industrial Combustion,SGP,Singapore,2014,12.59540468
CO2,Industrial Combustion,SGP,Singapore,2015,12.7979566
CO2,Industrial Combustion,SGP,Singapore,2016,11.63895981
CO2,Industrial Combustion,SGP,Singapore,2017,14.03775933
CO2,Industrial Combustion,SGP,Singapore,2018,12.30125917
CO2,Industrial Combustion,SGP,Singapore,2019,12.369230055
CO2,Industrial Combustion,SGP,Singapore,2020,12.244005051
CO2,Industrial Combustion,SGP,Singapore,2021,13.004011138
CO2,Industrial Combustion,SGP,Singapore,2022,13.431757384285
CO2,Industrial Combustion,SGP,Singapore,2023,14.240252101131
CO2,Power Industry,SGP,Singapore,1970,2.23357341
CO2,Power Industry,SGP,Singapore,1971,2.23357341
CO2,Power Industry,SGP,Singapore,1972,2.70524577
CO2,Power Industry,SGP,Singapore,1973,3.2401233
CO2,Power Industry,SGP,Singapore,1974,3.2550123
CO2,Power Industry,SGP,Singapore,1975,3.41642106
CO2,Power Industry,SGP,Singapore,1976,3.71850975
CO2,Power Industry,SGP,Singapore,1977,4.04026479
CO2,Power Industry,SGP,Singapore,1978,4.62985391
CO2,Power Industry,SGP,Singapore,1979,4.83222549
CO2,Power Industry,SGP,Singapore,1980,5.06989987
CO2,Power Industry,SGP,Singapore,1981,5.39780717
CO2,Power Industry,SGP,Singapore,1982,5.82958624
CO2,Power Industry,SGP,Singapore,1983,6.4297451
CO2,Power Industry,SGP,Singapore,1984,6.800368
CO2,Power Industry,SGP,Singapore,1985,7.07605949
CO2,Power Industry,SGP,Singapore,1986,7.57506915
CO2,Power Industry,SGP,Singapore,1987,8.17879332
CO2,Power Industry,SGP,Singapore,1988,9.72616938
CO2,Power Industry,SGP,Singapore,1989,10.10888142
CO2,Power Industry,SGP,Singapore,1990,14.42267401
CO2,Power Industry,SGP,Singapore,1991,14.07506909
CO2,Power Industry,SGP,Singapore,1992,15.41177443
CO2,Power Industry,SGP,Singapore,1993,19.61555037
CO2,Power Industry,SGP,Singapore,1994,20.528363819999
CO2,Power Industry,SGP,Singapore,1995,20.9688003
CO2,Power Industry,SGP,Singapore,1996,21.64622868
CO2,Power Industry,SGP,Singapore,1997,21.16400004
CO2,Power Industry,SGP,Singapore,1998,20.95905549
CO2,Power Industry,SGP,Singapore,1999,22.52674092
CO2,Power Industry,SGP,Singapore,2000,24.36361431
CO2,Power Industry,SGP,Singapore,2001,24.19590419
CO2,Power Industry,SGP,Singapore,2002,23.21949881
CO2,Power Industry,SGP,Singapore,2003,20.94357558
CO2,Power Industry,SGP,Singapore,2004,20.5604814
CO2,Power Industry,SGP,Singapore,2005,18.72671546
CO2,Power Industry,SGP,Singapore,2006,18.74578469
CO2,Power Industry,SGP,Singapore,2007,19.18021686
CO2,Power Industry,SGP,Singapore,2008,18.95226531
CO2,Power Industry,SGP,Singapore,2009,18.34329117
CO2,Power Industry,SGP,Singapore,2010,20.61261245
CO2,Power Industry,SGP,Singapore,2011,21.00883675
CO2,Power Industry,SGP,Singapore,2012,20.34918906
CO2,Power Industry,SGP,Singapore,2013,19.92950642
CO2,Power Industry,SGP,Singapore,2014,19.83848304
CO2,Power Industry,SGP,Singapore,2015,19.94374319
CO2,Power Industry,SGP,Singapore,2016,20.32255936
CO2,Power Industry,SGP,Singapore,2017,20.690865988
CO2,Power Industry,SGP,Singapore,2018,20.493308424
CO2,Power Industry,SGP,Singapore,2019,20.856038352
CO2,Power Industry,SGP,Singapore,2020,20.506041021
CO2,Power Industry,SGP,Singapore,2021,21.535414264
CO2,Power Industry,SGP,Singapore,2022,21.17159237749
CO2,Power Industry,SGP,Singapore,2023,20.002968096321
CO2,Processes,SGP,Singapore,1970,0.46577856839226
CO2,Processes,SGP,Singapore,1971,0.48876267748418
CO2,Processes,SGP,Singapore,1972,0.61875914222007
CO2,Processes,SGP,Singapore,1973,0.62247219011469
CO2,Processes,SGP,Singapore,1974,0.669538571213
CO2,Processes,SGP,Singapore,1975,0.74175542256539
CO2,Processes,SGP,Singapore,1976,0.86817790840786
CO2,Processes,SGP,Singapore,1977,0.90727872189997
CO2,Processes,SGP,Singapore,1978,0.95167361888483
CO2,Processes,SGP,Singapore,1979,0.99190545610799
CO2,Processes,SGP,Singapore,1980,1.0555184325183
CO2,Processes,SGP,Singapore,1981,1.3210834448467
CO2,Processes,SGP,Singapore,1982,1.4963484097863
CO2,Processes,SGP,Singapore,1983,1.7177943059982
CO2,Processes,SGP,Singapore,1984,2.3448648925141
CO2,Processes,SGP,Singapore,1985,2.2426484166192
CO2,Processes,SGP,Singapore,1986,2.3773483467664
CO2,Processes,SGP,Singapore,1987,2.3427748288305
CO2,Processes,SGP,Singapore,1988,2.3530903506952
CO2,Processes,SGP,Singapore,1989,2.2789246470484
CO2,Processes,SGP,Singapore,1990,2.5902705595234
CO2,Processes,SGP,Singapore,1991,2.9069182099685
CO2,Processes,SGP,Singapore,1992,2.6858586654731
CO2,Processes,SGP,Singapore,1993,3.2002004081758
CO2,Processes,SGP,Singapore,1994,3.5525705441929
CO2,Processes,SGP,Singapore,1995,3.6443061900404
CO2,Processes,SGP,Singapore,1996,3.8766639870025
CO2,Processes,SGP,Singapore,1997,3.9090209406154
CO2,Processes,SGP,Singapore,1998,3.8939176273246
CO2,Processes,SGP,Singapore,1999,3.4711481463073
CO2,Processes,SGP,Singapore,2000,3.2527364832341
CO2,Processes,SGP,Singapore,2001,3.7203045293375
CO2,Processes,SGP,Singapore,2002,3.7843602443314
CO2,Processes,SGP,Singapore,2003,4.1422092480697
CO2,Processes,SGP,Singapore,2004,4.7625258265326
CO2,Processes,SGP,Singapore,2005,4.6862712669856
CO2,Processes,SGP,Singapore,2006,4.6509879430023
CO2,Processes,SGP,Singapore,2007,5.0398858652637
CO2,Processes,SGP,Singapore,2008,4.4631889085482
CO2,Processes,SGP,Singapore,2009,4.8966737814257
CO2,Processes,SGP,Singapore,2010,6.4423325708186
CO2,Processes,SGP,Singapore,2011,6.5415483830642
CO2,Processes,SGP,Singapore,2012,6.4330705142354
CO2,Processes,SGP,Singapore,2013,8.6862080314305
CO2,Processes,SGP,Singapore,2014,9.43892801914
CO2,Processes,SGP,Singapore,2015,9.7203010691431
CO2,Processes,SGP,Singapore,2016,7.9755687126072
CO2,Processes,SGP,Singapore,2017,9.534161917635
CO2,Processes,SGP,Singapore,2018,9.1038169311669
CO2,Processes,SGP,Singapore,2019,10.784794427336
CO2,Processes,SGP,Singapore,2020,10.180855691407
CO2,Processes,SGP,Singapore,2021,10.103001821176
CO2,Processes,SGP,Singapore,2022,9.7229697753196
CO2,Processes,SGP,Singapore,2023,10.865349612427
CO2,Transport,SGP,Singapore,1970,1.52759142
CO2,Transport,SGP,Singapore,1971,1.52759142
CO2,Transport,SGP,Singapore,1972,1.6124556
CO2,Transport,SGP,Singapore,1973,1.78735434
CO2,Transport,SGP,Singapore,1974,1.738719
CO2,Transport,SGP,Singapore,1975,1.86083886
CO2,Transport,SGP,Singapore,1976,2.04258228
CO2,Transport,SGP,Singapore,1977,2.44654539
CO2,Transport,SGP,Singapore,1978,2.59341054
CO2,Transport,SGP,Singapore,1979,2.95710516
CO2,Transport,SGP,Singapore,1980,2.85783645
CO2,Transport,SGP,Singapore,1981,3.04765917
CO2,Transport,SGP,Singapore,1982,3.27049014
CO2,Transport,SGP,Singapore,1983,3.40348227
CO2,Transport,SGP,Singapore,1984,3.6447333
CO2,Transport,SGP,Singapore,1985,3.40752192
CO2,Transport,SGP,Singapore,1986,3.47395398
CO2,Transport,SGP,Singapore,1987,3.58034286
